target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3	file
Response_reg	PF00072.24	112	BOCFFHAD_00035	-	210	1.7e-26	92.6	0.2	1	1	1.3e-29	2.4e-26	92.1	0.2	1	111	6	117	6	118	0.97	CP040677_3689184-3690047.tsv
Fimbrial	PF00419.20	154	BOCFFHAD_00036	-	172	6.3e-19	68.7	0.6	1	1	8.6e-23	7.7e-19	68.5	0.6	2	153	31	171	30	172	0.84	CP040677_3689184-3690047.tsv
Fimbrial	PF00419.20	154	BOCFFHAD_00037	-	334	2.2e-15	57.2	0.0	1	1	2e-19	3.5e-15	56.6	0.0	2	153	187	333	186	334	0.9	CP040677_3689184-3690047.tsv
Usher	PF00577.20	551	BOCFFHAD_00038	-	861	2.3999999999999973e-211	703.4	24.1	1	1	4.5999999999999947e-215	2.7999999999999977e-211	703.2	24.1	2	551	191	771	190	771	0.99	CP040677_3689184-3690047.tsv
PapD_N	PF00345.20	125	BOCFFHAD_00039	-	230	1.9e-39	134.4	0.1	1	2	4.6e-43	4.1e-39	133.3	0.0	1	124	26	145	26	146	0.91	CP040677_3689184-3690047.tsv
Fimbrial	PF00419.20	154	BOCFFHAD_00041	-	181	3.3999999999999995e-23	82.6	5.6	1	1	9.9e-27	4.4000000000000005e-23	82.2	5.6	1	153	31	180	31	181	0.91	CP040677_3689184-3690047.tsv
THF_DHG_CYH_C	PF02882.19	160	BOCFFHAD_00042	-	288	1.7999999999999996e-68	228.9	0.1	1	1	4.899999999999998e-72	2.8999999999999996e-68	228.2	0.1	1	158	124	281	124	283	0.99	CP040677_3689184-3690047.tsv
S4_2	PF13275.6	65	BOCFFHAD_00043	-	70	2.6e-23	81.6	0.0	1	1	1.5e-27	2.7e-23	81.5	0.0	5	64	9	68	4	69	0.95	CP040677_3689184-3690047.tsv
PTS_EIIC	PF02378.18	324	BOCFFHAD_00044	-	499	3.299999999999998e-76	256.4	29.3	1	2	3.6999999999999996e-80	3.299999999999998e-76	256.4	29.3	2	324	19	336	18	336	0.91	CP040677_3689184-3690047.tsv
Peripla_BP_1	PF00532.21	279	BOCFFHAD_00045	-	338	4.9999999999999996e-33	114.7	0.0	1	1	4.0999999999999995e-36	6.0999999999999995e-33	114.4	0.0	3	265	63	322	61	336	0.93	CP040677_3689184-3690047.tsv
YdjM	PF04307.14	173	BOCFFHAD_00046	-	174	2.2000000000000003e-34	118.2	10.3	1	1	1.3999999999999995e-38	2.6e-34	118.0	10.3	1	163	1	168	1	173	0.88	CP040677_3689184-3690047.tsv
tRNA-synt_1e	PF01406.19	301	BOCFFHAD_00047	-	466	2.5999999999999984e-144	480.2	0.0	1	1	1.0999999999999996e-147	3.199999999999998e-144	479.8	0.0	2	300	15	313	14	314	0.99	CP040677_3689184-3690047.tsv
Pro_isomerase	PF00160.21	158	BOCFFHAD_00048	-	164	3.1e-48	164.0	1.7	1	1	1.8999999999999998e-52	3.5e-48	163.9	1.7	1	157	1	161	1	162	0.93	CP040677_3689184-3690047.tsv
Metallophos_2	PF12850.7	165	BOCFFHAD_00049	-	240	2.5e-10	40.8	0.6	1	1	1.2e-13	1.1e-09	38.7	0.7	1	134	1	203	1	209	0.78	CP040677_3689184-3690047.tsv
AIRC	PF00731.20	148	BOCFFHAD_00050	-	169	2.9e-63	211.9	1.3	1	1	3.6999999999999986e-67	3.299999999999999e-63	211.7	1.3	2	147	10	157	9	158	0.98	CP040677_3689184-3690047.tsv
Response_reg	PF00072.24	112	HEAKLPMN_00001	-	204	2.8e-27	95.1	0.2	1	1	1.7e-30	4.4000000000000005e-27	94.5	0.2	2	112	4	114	3	114	0.98	CP024289_382841-383737.tsv
HlyD	PF00529.20	80	HEAKLPMN_00002	-	387	6.999999999999999e-17	61.1	0.0	1	1	9.7e-20	1.8999999999999998e-16	59.7	0.0	12	80	30	340	19	340	0.85	CP024289_382841-383737.tsv
MFS_1	PF07690.16	353	HEAKLPMN_00003	-	512	1.2999999999999993e-51	175.6	37.8	1	2	3.5999999999999986e-55	1.2999999999999993e-51	175.6	37.8	1	352	23	417	23	418	0.88	CP024289_382841-383737.tsv
PALP	PF00291.25	294	HEAKLPMN_00004	-	442	7.599999999999997e-71	238.9	0.0	1	1	1.0999999999999999e-74	9.999999999999995e-71	238.5	0.0	2	285	73	404	72	410	0.96	CP024289_382841-383737.tsv
Peripla_BP_1	PF00532.21	279	HEAKLPMN_00005	-	317	1.7e-89	300.0	0.0	1	1	4.499999999999998e-93	1.9999999999999994e-89	299.7	0.0	2	279	47	315	46	315	0.99	CP024289_382841-383737.tsv
Glyco_hydro_32N	PF00251.20	305	HEAKLPMN_00006	-	477	1.2999999999999997e-101	340.2	0.5	1	1	2.7999999999999992e-105	1.699999999999999e-101	339.8	0.5	1	305	29	330	29	330	0.96	CP024289_382841-383737.tsv
PfkB	PF00294.24	302	HEAKLPMN_00007	-	304	2.799999999999999e-67	227.2	0.0	1	1	1.6999999999999994e-71	3.0999999999999996e-67	227.0	0.0	2	300	3	298	2	300	0.96	CP024289_382841-383737.tsv
LacY_symp	PF01306.19	413	HEAKLPMN_00008	-	415	3.2999999999999975e-194	645.4	37.6	1	1	8.499999999999994e-198	3.799999999999998e-194	645.2	37.6	2	412	5	410	4	411	0.99	CP024289_382841-383737.tsv
Phage_AlpA	PF05930.12	51	HEAKLPMN_00009	-	66	0.0084	15.9	0.0	1	1	1.2e-06	0.01	15.6	0.0	4	38	11	45	8	49	0.88	CP024289_382841-383737.tsv
Nucleolin_bd	PF16725.5	70	HEAKLPMN_00013	-	93	0.016	14.9	0.0	1	1	2.8e-06	0.025	14.2	0.0	21	46	54	79	49	88	0.84	CP024289_382841-383737.tsv
Ead_Ea22	PF13935.6	139	HEAKLPMN_00014	-	137	1.5999999999999999e-21	77.4	7.4	1	1	1.1e-23	1e-19	71.6	7.4	1	114	2	94	2	125	0.8	CP024289_382841-383737.tsv
TBCC_N	PF16752.5	116	HEAKLPMN_00015	-	193	0.027000000000000003	14.9	0.1	1	2	4.9000000000000005e-06	0.08900000000000001	13.2	0.0	25	83	23	82	19	84	0.93	CP024289_382841-383737.tsv
DUF2856	PF11043.8	97	HEAKLPMN_00016	-	98	3.1e-62	206.8	0.7	1	1	1.8999999999999996e-66	3.5e-62	206.6	0.7	1	97	1	98	1	98	0.99	CP024289_382841-383737.tsv
ERF	PF04404.12	153	HEAKLPMN_00018	-	201	1.9e-38	131.7	0.4	1	1	2.8999999999999996e-42	2.6e-38	131.3	0.4	1	147	5	144	5	151	0.87	CP024289_382841-383737.tsv
Lambda_Kil	PF06301.11	42	HEAKLPMN_00020	-	50	2.7999999999999998e-24	84.4	0.7	1	1	1.8000000000000004e-28	3.2e-24	84.2	0.7	1	42	8	49	8	49	0.99	CP024289_382841-383737.tsv
cIII	PF08134.11	38	HEAKLPMN_00021	-	44	1.8e-23	82.0	0.3	1	1	2.4e-27	2.1e-23	81.8	0.3	1	38	2	39	2	39	0.99	CP024289_382841-383737.tsv
DUF366	PF04017.12	183	HEAKLPMN_00022	-	82	0.042	13.3	0.6	1	1	2.3e-06	0.042	13.3	0.6	28	74	33	79	11	82	0.92	CP024289_382841-383737.tsv
Nmad5	PF18757.1	206	HEAKLPMN_00023	-	207	3.4e-61	207.0	0.3	1	1	1.2999999999999997e-64	3.8999999999999996e-61	206.9	0.3	2	206	5	203	4	203	1.0	CP024289_382841-383737.tsv
N36	PF11438.8	35	HEAKLPMN_00024	-	108	1.1e-26	92.0	6.4	1	1	1.5e-30	2.7000000000000004e-26	90.7	6.4	1	35	2	36	2	36	0.99	CP024289_382841-383737.tsv
BstA	-	285	HEAKLPMN_00025	-	301	1.6999999999999995e-90	302.9	0.1	1	1	1.0999999999999997e-94	1.9999999999999996e-90	302.6	0.1	3	272	12	284	10	294	0.95	CP024289_382841-383737.tsv
Peptidase_S24	PF00717.23	70	HEAKLPMN_00026	-	237	2.2e-17	62.8	0.0	1	1	6.9e-21	4.1e-17	61.9	0.0	1	69	145	218	145	219	0.97	CP024289_382841-383737.tsv
Cro	PF09048.10	59	HEAKLPMN_00027	-	66	1.3e-33	114.8	0.1	1	1	1.6e-37	1.4999999999999999e-33	114.6	0.1	1	59	1	60	1	60	0.98	CP024289_382841-383737.tsv
Phage_CII	PF05269.11	91	HEAKLPMN_00028	-	97	4e-48	161.6	1.2	1	1	1.1999999999999999e-51	4.5e-48	161.4	1.2	1	91	1	91	1	91	1.0	CP024289_382841-383737.tsv
DUF2740	PF10872.8	48	HEAKLPMN_00029	-	48	6.7999999999999985e-31	105.9	2.7	1	1	8.2e-35	7.2999999999999985e-31	105.8	2.7	1	48	1	48	1	48	0.99	CP024289_382841-383737.tsv
Phage_rep_O	PF04492.13	95	HEAKLPMN_00030	-	286	5.099999999999999e-36	123.1	0.2	1	2	1.4999999999999995e-39	1.4e-35	121.8	0.1	1	95	20	114	20	114	0.99	CP024289_382841-383737.tsv
Toprim_2	PF13155.6	90	HEAKLPMN_00031	-	626	1.3e-11	44.8	0.0	1	1	1.3e-14	3.4e-11	43.4	0.0	1	89	209	295	209	296	0.79	CP024289_382841-383737.tsv
FlbD	PF06289.11	59	HEAKLPMN_00034	-	84	7.000000000000002e-06	25.6	0.0	1	1	4.8e-10	8.599999999999999e-06	25.3	0.0	2	53	21	72	20	78	0.9	CP024289_382841-383737.tsv
NinB	PF05772.12	131	HEAKLPMN_00035	-	146	3.1e-53	179.1	0.2	1	1	2.0999999999999994e-57	3.7999999999999993e-53	178.8	0.2	2	131	3	128	2	128	0.99	CP024289_382841-383737.tsv
CagS	PF16707.5	196	HEAKLPMN_00036	-	133	0.0029	17.6	0.9	1	2	0.066	170.0	2.1	0.0	135	165	18	48	3	59	0.79	CP024289_382841-383737.tsv
NinF	PF05810.12	58	HEAKLPMN_00037	-	69	3.6999999999999995e-34	116.4	6.9	1	1	9.399999999999999e-38	4.2e-34	116.2	6.9	1	58	12	68	12	68	0.99	CP024289_382841-383737.tsv
NinG	PF05766.12	186	HEAKLPMN_00038	-	203	2.1e-86	288.6	16.2	1	1	7.899999999999996e-90	2.3999999999999998e-86	288.5	16.2	1	185	1	196	1	197	0.98	CP024289_382841-383737.tsv
Phage_NinH	PF06322.11	60	HEAKLPMN_00039	-	68	2.1e-39	133.2	0.1	1	1	2e-42	2.2999999999999998e-39	133.1	0.1	1	60	1	60	1	60	0.99	CP024289_382841-383737.tsv
Metallophos	PF00149.28	204	HEAKLPMN_00040	-	223	4.2e-17	63.3	1.5	1	1	1.1e-20	9.6e-17	62.1	1.5	2	170	14	188	13	191	0.7	CP024289_382841-383737.tsv
Phage_antitermQ	PF06530.12	118	HEAKLPMN_00041	-	172	7.1e-23	80.8	0.0	1	1	1.2e-26	1.1e-22	80.2	0.0	3	90	15	103	13	117	0.91	CP024289_382841-383737.tsv
Phage_holin_3_1	PF05106.12	99	HEAKLPMN_00044	-	107	5.9e-28	97.2	1.0	1	1	3.7e-32	6.6e-28	97.1	1.0	9	99	8	98	2	98	0.96	CP024289_382841-383737.tsv
Phage_lysozyme	PF00959.19	109	HEAKLPMN_00045	-	158	2.4e-23	82.6	0.0	1	1	2e-27	3.6e-23	82.1	0.0	1	108	33	140	33	141	0.98	CP024289_382841-383737.tsv
Phage_lysis	PF03245.13	126	HEAKLPMN_00046	-	155	1.8e-27	96.0	4.4	1	1	1.4e-30	2.0999999999999998e-27	95.8	4.4	2	126	30	154	29	154	0.95	CP024289_382841-383737.tsv
Phage_pRha	PF09669.10	88	HEAKLPMN_00047	-	172	5.4e-23	81.4	1.1	1	2	1.8e-26	5.4e-23	81.4	1.1	1	87	23	106	23	107	0.93	CP024289_382841-383737.tsv
DUF2560	PF10834.8	72	HEAKLPMN_00048	-	80	4.4999999999999995e-42	142.1	1.3	1	1	5.599999999999999e-46	5.0999999999999994e-42	142.0	1.3	1	72	5	76	5	76	0.99	CP024289_382841-383737.tsv
GP3_package	PF16677.5	113	HEAKLPMN_00050	-	162	7.7e-37	125.9	0.0	1	1	5.2e-41	9.3e-37	125.6	0.0	1	113	17	133	17	133	0.97	CP024289_382841-383737.tsv
Terminase_6	PF03237.15	215	HEAKLPMN_00051	-	499	6.199999999999998e-61	205.8	0.0	1	1	9.999999999999996e-65	9e-61	205.3	0.0	1	215	57	303	57	303	0.99	CP024289_382841-383737.tsv
P22_portal	PF16510.5	668	HEAKLPMN_00052	-	721	0.0	1142.3	17.3	1	1	0.0	0.0	1142.0	17.3	1	667	13	678	13	679	1.0	CP024289_382841-383737.tsv
Phage-scaffold	PF09306.10	303	HEAKLPMN_00053	-	303	8.499999999999992e-180	596.7	14.4	1	1	1.0999999999999994e-183	9.399999999999994e-180	596.6	14.4	1	301	1	299	1	302	0.99	CP024289_382841-383737.tsv
P22_CoatProtein	PF11651.8	417	HEAKLPMN_00054	-	431	1.3999999999999995e-129	432.4	1.0	1	1	8.799999999999995e-134	1.5999999999999992e-129	432.2	1.0	1	415	1	426	1	428	0.98	CP024289_382841-383737.tsv
Trypan_PARP	PF05887.11	134	HEAKLPMN_00055	-	98	1.5e-06	28.2	26.9	1	1	5.1e-10	1.8e-06	27.9	26.9	56	104	48	95	32	98	0.58	CP024289_382841-383737.tsv
P22_Tail-4	PF11650.8	164	HEAKLPMN_00056	-	166	2.6e-62	209.6	0.0	1	1	1.6999999999999995e-66	2.9999999999999997e-62	209.4	0.0	1	155	1	159	1	165	0.92	CP024289_382841-383737.tsv
DUF2730	PF10805.8	102	EGMKBDPC_00002	-	212	0.012	15.6	0.7	1	2	6.7e-06	0.04	14.0	0.4	32	90	62	123	60	131	0.8	LS483474_2960975-2961898.tsv
Phage_stabilise	PF11134.8	469	EGMKBDPC_00003	-	472	2.199999999999998e-294	976.4	0.1	1	1	1.3999999999999983e-298	2.4999999999999973e-294	976.2	0.1	1	469	4	472	4	472	1.0	LS483474_2960975-2961898.tsv
P22_Tail-4	PF11650.8	164	EGMKBDPC_00004	-	166	3.599999999999999e-83	277.4	0.1	1	1	4.5999999999999985e-87	4.1e-83	277.2	0.1	1	162	1	159	1	162	0.98	LS483474_2960975-2961898.tsv
P22_CoatProtein	PF11651.8	417	EGMKBDPC_00006	-	430	2.0999999999999996e-152	507.6	2.4	1	1	3.899999999999997e-156	2.2999999999999993e-152	507.4	2.4	1	417	1	427	1	427	0.99	LS483474_2960975-2961898.tsv
Phage-scaffold	PF09306.10	303	EGMKBDPC_00007	-	303	1.099999999999999e-199	662.1	13.6	1	1	6.799999999999992e-204	1.1999999999999988e-199	661.9	13.6	1	303	1	302	1	302	1.0	LS483474_2960975-2961898.tsv
P22_portal	PF16510.5	668	EGMKBDPC_00008	-	725	0.0	1243.7	14.7	1	1	0.0	0.0	1243.5	14.7	1	668	14	681	14	681	1.0	LS483474_2960975-2961898.tsv
HNH_3	PF13392.6	46	EGMKBDPC_00009	-	166	1e-10	41.2	0.3	1	1	1e-14	1.8000000000000002e-10	40.4	0.3	1	45	56	98	56	99	0.9	LS483474_2960975-2961898.tsv
DBD_HTH	PF18430.1	35	EGMKBDPC_00010	-	486	0.12	12.2	0.1	1	1	1.2e-05	0.22	11.3	0.1	4	21	232	249	232	249	0.96	LS483474_2960975-2961898.tsv
Terminase_5	PF06056.12	58	EGMKBDPC_00011	-	145	7.5e-05	22.5	0.3	1	2	8.5e-06	0.022	14.7	0.0	5	35	14	44	11	50	0.93	LS483474_2960975-2961898.tsv
DUF2560	PF10834.8	72	EGMKBDPC_00012	-	80	8.2e-44	147.7	0.7	1	1	1.4999999999999998e-47	9.099999999999999e-44	147.5	0.7	1	72	5	76	5	76	0.99	LS483474_2960975-2961898.tsv
T5orf172	PF10544.9	103	EGMKBDPC_00013	-	161	5.599999999999999e-10	39.7	0.1	1	1	1e-13	9e-10	39.0	0.1	2	97	77	154	76	157	0.82	LS483474_2960975-2961898.tsv
Phage_lysis	PF03245.13	126	EGMKBDPC_00015	-	194	2.3e-28	98.9	2.1	1	1	4.5999999999999996e-32	2.8e-28	98.6	2.1	2	126	69	193	68	193	0.95	LS483474_2960975-2961898.tsv
Phage_lysozyme	PF00959.19	109	EGMKBDPC_00016	-	167	3.4e-32	111.1	0.1	1	1	2.3e-36	4.2e-32	110.8	0.1	2	108	51	156	50	157	0.98	LS483474_2960975-2961898.tsv
Phage_holin_2_3	PF16080.5	56	EGMKBDPC_00017	-	67	2e-19	69.1	0.1	1	1	5.3e-23	2.3999999999999997e-19	68.8	0.1	2	50	6	54	5	58	0.92	LS483474_2960975-2961898.tsv
Phage_antitermQ	PF06530.12	118	EGMKBDPC_00020	-	172	5.9999999999999984e-24	84.2	0.1	1	1	9.7e-28	8.7e-24	83.7	0.1	3	90	15	103	13	111	0.92	LS483474_2960975-2961898.tsv
TolA_bind_tri	PF16331.5	76	EGMKBDPC_00021	-	60	0.0026	17.8	2.3	1	1	4.4e-07	0.0026	17.8	2.3	21	62	8	49	3	60	0.89	LS483474_2960975-2961898.tsv
HNH	PF01844.23	47	EGMKBDPC_00022	-	156	0.11	12.7	9.0	1	1	4.8e-05	0.17	12.1	9.0	1	44	24	69	24	72	0.91	LS483474_2960975-2961898.tsv
NinF	PF05810.12	58	EGMKBDPC_00024	-	56	2.9e-21	75.1	0.3	1	1	8.7e-25	3.1e-21	75.0	0.3	8	57	6	55	1	56	0.92	LS483474_2960975-2961898.tsv
Dam	PF05869.11	171	EGMKBDPC_00025	-	175	1e-62	210.7	0.4	1	1	6.399999999999998e-67	1.1e-62	210.5	0.4	1	167	4	169	4	173	0.99	LS483474_2960975-2961898.tsv
NinB	PF05772.12	131	EGMKBDPC_00026	-	146	1.6999999999999993e-52	176.7	0.1	1	1	1.1999999999999995e-56	2.0999999999999995e-52	176.4	0.1	2	131	3	128	2	128	0.99	LS483474_2960975-2961898.tsv
DnaB_C	PF03796.15	255	EGMKBDPC_00027	-	458	1.4999999999999992e-75	253.9	0.1	1	1	8.2e-79	2.0999999999999996e-75	253.4	0.1	2	246	171	422	170	427	0.94	LS483474_2960975-2961898.tsv
Phage_rep_O	PF04492.13	95	EGMKBDPC_00028	-	271	4.3e-37	126.6	0.1	1	1	1.7999999999999994e-40	8.2e-37	125.7	0.1	1	95	20	114	20	114	0.99	LS483474_2960975-2961898.tsv
DUF2740	PF10872.8	48	EGMKBDPC_00029	-	48	2.8999999999999994e-38	129.5	4.2	1	1	1.8e-42	3.2e-38	129.4	4.2	1	48	1	48	1	48	1.0	LS483474_2960975-2961898.tsv
Phage_CII	PF05269.11	91	EGMKBDPC_00030	-	92	7.9e-45	151.0	0.2	1	1	6.3e-48	8.7e-45	150.9	0.2	1	91	1	91	1	91	0.98	LS483474_2960975-2961898.tsv
HTH_23	PF13384.6	50	EGMKBDPC_00031	-	75	2.7000000000000004e-06	27.0	0.0	1	1	4.1e-09	4.6e-06	26.3	0.0	15	39	5	32	1	33	0.86	LS483474_2960975-2961898.tsv
Peptidase_S24	PF00717.23	70	EGMKBDPC_00032	-	236	3.5000000000000003e-10	39.7	0.1	1	1	1.5e-13	5.400000000000001e-10	39.1	0.1	1	67	137	203	137	205	0.94	LS483474_2960975-2961898.tsv
BstA	-	285	EGMKBDPC_00033	-	307	1.2999999999999991e-127	424.7	0.0	1	1	8.299999999999995e-132	1.499999999999999e-127	424.5	0.0	1	284	12	295	12	296	0.99	LS483474_2960975-2961898.tsv
DUF2767	PF10965.8	67	EGMKBDPC_00034	-	69	3.3e-30	103.9	1.1	1	1	2e-34	3.6e-30	103.7	1.1	1	67	1	67	1	67	0.99	LS483474_2960975-2961898.tsv
Pentapeptide	PF00805.22	40	EGMKBDPC_00036	-	274	6.199999999999998e-50	166.3	86.6	1	5	1.6e-13	9.5e-10	37.9	8.8	4	38	25	59	25	59	0.96	LS483474_2960975-2961898.tsv
MxiM	PF11441.8	115	EGMKBDPC_00037	-	76	0.13	12.5	0.0	1	1	9e-06	0.16	12.3	0.0	19	77	11	69	6	75	0.83	LS483474_2960975-2961898.tsv
Lambda_CIII	PF02061.16	42	EGMKBDPC_00038	-	46	1.1e-26	92.6	0.0	1	1	1.3e-30	1.2e-26	92.5	0.0	1	42	2	43	2	43	0.98	LS483474_2960975-2961898.tsv
Lambda_Kil	PF06301.11	42	EGMKBDPC_00039	-	37	1.7e-14	53.1	0.1	1	1	1e-18	1.8000000000000002e-14	53.0	0.1	1	34	1	34	1	36	0.97	LS483474_2960975-2961898.tsv
Potassium_chann	PF11404.8	29	EGMKBDPC_00040	-	62	0.0087	15.8	0.5	1	1	7.5e-07	0.014	15.2	0.5	13	26	28	41	27	43	0.95	LS483474_2960975-2961898.tsv
Rad52_Rad22	PF04098.15	153	EGMKBDPC_00041	-	235	8.5e-25	87.5	0.2	1	1	9.1e-28	1.6000000000000002e-23	83.3	0.2	7	153	4	136	3	136	0.93	LS483474_2960975-2961898.tsv
Sigma70_r4_2	PF08281.12	54	EGMKBDPC_00042	-	94	7.1e-06	25.6	0.7	1	2	3.5	5700.0	-2.9	0.0	32	39	23	30	22	32	0.75	LS483474_2960975-2961898.tsv
DUF2856	PF11043.8	97	EGMKBDPC_00043	-	97	2.9999999999999983e-68	226.1	0.6	1	1	1.8999999999999995e-72	3.299999999999999e-68	225.9	0.6	1	97	1	97	1	97	1.0	LS483474_2960975-2961898.tsv
DUF2737	PF10930.8	53	EGMKBDPC_00044	-	56	3.3e-36	122.6	0.9	1	1	4.1e-40	3.7e-36	122.5	0.9	1	53	1	53	1	53	1.0	LS483474_2960975-2961898.tsv
Ead_Ea22	PF13935.6	139	EGMKBDPC_00046	-	263	1.4e-11	45.2	1.1	1	1	2.4e-15	4.2e-11	43.7	1.1	4	104	112	220	109	233	0.72	LS483474_2960975-2961898.tsv
MerR_2	PF13591.6	84	EGMKBDPC_00048	-	216	0.15	11.9	1.5	1	2	1.8e-05	0.32	10.9	0.3	59	78	56	75	53	78	0.87	LS483474_2960975-2961898.tsv
DUF2680	PF10925.8	57	EGMKBDPC_00049	-	141	0.13	12.3	0.4	1	1	1.3e-05	0.23	11.5	0.4	32	49	3	20	1	26	0.87	LS483474_2960975-2961898.tsv
HTH_23	PF13384.6	50	EGMKBDPC_00051	-	82	0.011	15.6	0.0	1	1	2.8e-06	0.017	14.9	0.0	18	45	12	40	7	44	0.87	LS483474_2960975-2961898.tsv
Phage_integrase	PF00589.22	172	EGMKBDPC_00052	-	403	6.6e-17	61.8	0.0	1	2	0.2	1800.0	-1.4	0.0	84	84	108	108	60	188	0.45	LS483474_2960975-2961898.tsv
Endonuclease_NS	PF01223.23	226	EGMKBDPC_00053	-	284	1e-44	153.0	0.1	1	1	2e-48	1.1999999999999995e-44	152.9	0.1	4	224	45	263	42	265	0.92	LS483474_2960975-2961898.tsv
DUF2219	PF09982.9	287	EGMKBDPC_00055	-	319	7.299999999999998e-38	130.5	2.3	1	1	9.599999999999999e-42	8.599999999999997e-38	130.2	2.3	13	285	55	318	43	319	0.85	LS483474_2960975-2961898.tsv
DUF481	PF04338.12	212	EGMKBDPC_00056	-	252	3.0999999999999996e-55	187.5	10.3	1	1	2e-59	3.5999999999999986e-55	187.3	10.3	2	211	48	251	47	252	0.98	LS483474_2960975-2961898.tsv
PfkB	PF00294.24	302	EGMKBDPC_00057	-	310	7.099999999999997e-63	212.7	0.2	1	1	1.4999999999999996e-66	9e-63	212.4	0.2	6	299	12	296	8	299	0.94	LS483474_2960975-2961898.tsv
GhoS	PF11080.8	94	EGMKBDPC_00058	-	96	2.9999999999999996e-43	145.7	0.2	1	1	1.8e-47	3.3e-43	145.6	0.2	1	94	1	94	1	94	0.99	LS483474_2960975-2961898.tsv
Fructosamin_kin	PF03881.14	288	EGMKBDPC_00059	-	286	8.399999999999995e-113	376.3	0.0	1	1	9.999999999999997e-117	9.3e-113	376.2	0.0	1	287	1	285	1	286	0.99	LS483474_2960975-2961898.tsv
YniB	PF14002.6	166	EGMKBDPC_00060	-	178	3.8999999999999995e-79	264.2	4.2	1	1	9.9e-83	4.399999999999998e-79	264.0	4.2	1	166	15	177	15	177	0.99	LS483474_2960975-2961898.tsv
HAD_2	PF13419.6	178	EGMKBDPC_00061	-	222	6.7e-22	78.4	0.0	1	1	1.8e-25	7.900000000000001e-22	78.2	0.0	2	178	11	191	10	191	0.93	LS483474_2960975-2961898.tsv
YdjM	PF04307.14	173	EGMKBDPC_00062	-	195	1.3e-33	115.7	6.9	1	1	1.8e-37	1.6e-33	115.4	6.9	1	168	1	162	1	167	0.85	LS483474_2960975-2961898.tsv
SDF	PF00375.18	390	EGMKBDPC_00063	-	463	2.9999999999999984e-104	349.1	34.9	1	1	1.9999999999999997e-108	3.699999999999999e-104	348.9	34.9	1	390	29	443	29	443	0.96	LS483474_2960975-2961898.tsv
CedA	PF10729.9	77	EGMKBDPC_00064	-	80	3.4999999999999985e-49	164.6	1.2	1	1	2.1999999999999997e-53	3.8999999999999986e-49	164.4	1.2	1	77	2	78	2	78	0.99	LS483474_2960975-2961898.tsv
BstA	-	285	EONKLDOH_00001	-	219	2.7e-35	121.8	0.0	1	1	2e-38	3.5e-35	121.4	0.0	23	148	18	139	16	162	0.88	AP018315_504-860.tsv
Mistic	PF11458.8	74	EONKLDOH_00002	-	80	0.036000000000000004	14.0	0.1	1	2	0.0011	20.0	5.2	0.0	53	72	11	30	9	32	0.88	AP018315_504-860.tsv
DDE_Tnp_1	PF01609.21	214	EONKLDOH_00004	-	351	8.800000000000001e-19	68.0	0.1	1	2	0.15	910.0	-0.7	0.1	91	143	60	110	47	123	0.59	AP018315_504-860.tsv
HemolysinCabind	PF00353.19	36	EONKLDOH_00006	-	403	1.8e-09	37.4	19.2	1	2	2.6e-13	4.6e-09	36.1	10.7	1	36	256	291	248	291	0.98	AP018315_504-860.tsv
NERD	PF08378.11	108	EONKLDOH_00007	-	84	5e-11	43.0	0.0	1	1	3.2e-15	5.7e-11	42.8	0.0	4	60	17	75	14	83	0.87	AP018315_504-860.tsv
Radical_SAM	PF04055.21	167	EONKLDOH_00008	-	277	9e-18	65.2	0.0	1	1	3.6e-21	1.6e-17	64.4	0.0	7	159	14	155	11	163	0.89	AP018315_504-860.tsv
Thymidylate_kin	PF02223.17	185	EONKLDOH_00009	-	210	2.3e-13	50.3	0.1	1	1	2.9e-16	5.8e-13	48.9	0.1	1	140	9	139	9	184	0.77	AP018315_504-860.tsv
AAA_19	PF13245.6	146	EONKLDOH_00010	-	409	1e-11	45.4	0.0	1	1	1.4e-14	2.1e-11	44.3	0.0	10	144	33	172	24	174	0.8	AP018315_504-860.tsv
XOO_2897-deam	PF14440.6	101	EONKLDOH_00012	-	153	0.19	11.8	0.0	1	1	1.6e-05	0.28	11.3	0.0	34	72	33	70	9	82	0.84	AP018315_504-860.tsv
HD_4	PF13328.6	156	EONKLDOH_00013	-	191	1e-26	93.6	0.0	1	1	2.2e-30	1.3e-26	93.2	0.0	1	134	16	143	16	154	0.89	AP018315_504-860.tsv
WYL	PF13280.6	172	EONKLDOH_00014	-	475	1.9e-11	44.3	1.3	1	2	0.19	3400.0	-2.1	0.1	107	169	73	136	67	139	0.62	AP018315_504-860.tsv
DUF1887	PF09002.11	382	EONKLDOH_00015	-	443	2.5e-16	59.3	1.2	1	2	5.4e-09	4.9e-05	22.2	0.0	26	106	35	118	13	147	0.78	AP018315_504-860.tsv
SIS_2	PF13580.6	138	EONKLDOH_00016	-	538	0.0042	17.1	0.1	1	1	1e-06	0.0091	16.0	0.1	1	41	261	301	261	303	0.94	AP018315_504-860.tsv
